 actor_id | first_name  |  last_name   | film_id |            title            | rank | revenue 
      106 | GROUCHO     | DUNST        |     500 | KISS GLORY                  |    2 |  132.78
      106 | GROUCHO     | DUNST        |     763 | SATISFACTION CONFIDENTIAL   |    3 |  129.83
      107 | GINA        | DEGENERES    |     879 | TELEGRAPH VOYAGE            |    1 |  231.73
      107 | GINA        | DEGENERES    |     973 | WIFE TURN                   |    2 |  223.69
      107 | GINA        | DEGENERES    |     369 | GOODFELLAS SALUTE           |    3 |  209.69
      108 | WARREN      | NOLTE        |     892 | TITANIC BOONDOCK            |    1 |  154.77
      108 | WARREN      | NOLTE        |     350 | GARDEN ISLAND               |    2 |  144.80
      108 | WARREN      | NOLTE        |     702 | PULP BEVERLY                |    3 |  136.70
      109 | SYLVESTER   | DERN         |     174 | CONFIDENTIAL INTERVIEW      |    1 |  164.71
      109 | SYLVESTER   | DERN         |      48 | BACKLASH UNDEFEATED         |    2 |  158.81
      109 | SYLVESTER   | DERN         |     243 | DOORS PRESIDENT             |    3 |  123.81
      110 | SUSAN       | DAVIS        |     369 | GOODFELLAS SALUTE           |    1 |  209.69
      110 | SUSAN       | DAVIS        |     961 | WASH HEAVENLY               |    2 |  119.77
      110 | SUSAN       | DAVIS        |       8 | AIRPORT POLLOCK             |    3 |  102.82
      111 | CAMERON     | ZELLWEGER    |     973 | WIFE TURN                   |    1 |  223.69
      111 | CAMERON     | ZELLWEGER    |     403 | HARRY IDAHO                 |    2 |  195.70
      111 | CAMERON     | ZELLWEGER    |     603 | MOVIE SHAKESPEARE           |    3 |  145.74
      112 | RUSSELL     | BACALL       |     865 | SUNRISE LEAGUE              |    1 |  170.76
      112 | RUSSELL     | BACALL       |     856 | STREETCAR INTENTIONS        |    2 |  148.75
      112 | RUSSELL     | BACALL       |     603 | MOVIE SHAKESPEARE           |    3 |  145.74
      113 | MORGAN      | HOPKINS      |     403 | HARRY IDAHO                 |    1 |  195.70
      113 | MORGAN      | HOPKINS      |     838 | STAGECOACH ARMAGEDDON       |    2 |  154.74
      113 | MORGAN      | HOPKINS      |     680 | PINOCCHIO SIMON             |    3 |  133.80
      114 | MORGAN      | MCDORMAND    |     861 | SUIT WALLS                  |    1 |  147.79
      114 | MORGAN      | MCDORMAND    |     961 | WASH HEAVENLY               |    2 |  119.77
      114 | MORGAN      | MCDORMAND    |     827 | SPICE SORORITY              |    3 |  115.80
      115 | HARRISON    | BALE         |     846 | STING PERSONAL              |    1 |  159.79
      115 | HARRISON    | BALE         |     985 | WONDERLAND CHRISTMAS        |    2 |  148.78
      115 | HARRISON    | BALE         |     506 | LADY STAGE                  |    3 |  118.83
      116 | DAN         | STREEP       |      48 | BACKLASH UNDEFEATED         |    1 |  158.81
      116 | DAN         | STREEP       |     412 | HEAVYWEIGHTS BEAST          |    2 |  129.77
      116 | DAN         | STREEP       |     336 | FRENCH HOLIDAY              |    3 |  102.83
      117 | RENEE       | TRACY        |     778 | SECRETS PARADISE            |    1 |  152.80
      117 | RENEE       | TRACY        |     167 | COMA HEAD                   |    2 |  137.74
      117 | RENEE       | TRACY        |      10 | ALADDIN CALENDAR            |    3 |  131.77
      118 | CUBA        | ALLEN        |     938 | VELVET TERMINATOR           |    1 |  177.74
      118 | CUBA        | ALLEN        |     572 | METROPOLIS COMA             |    2 |  131.74
      118 | CUBA        | ALLEN        |      35 | ARACHNOPHOBIA ROLLERCOASTER |    3 |  114.76
      119 | WARREN      | JACKMAN      |      21 | AMERICAN CIRCUS             |    1 |  167.78
      119 | WARREN      | JACKMAN      |     521 | LIES TREATMENT              |    2 |  147.73
      119 | WARREN      | JACKMAN      |     614 | NAME DETECTIVE              |    3 |  136.77
      120 | PENELOPE    | MONROE       |     715 | RANGE MOONWALKER            |    1 |  179.73
      120 | PENELOPE    | MONROE       |     911 | TRIP NEWTON                 |    2 |  145.72
      120 | PENELOPE    | MONROE       |     898 | TOURIST PELICAN             |    3 |  141.78
      121 | LIZA        | BERGMAN      |     284 | ENEMY ODDS                  |    1 |  180.71
      121 | LIZA        | BERGMAN      |     771 | SCORPION APOLLO             |    2 |  168.77
      121 | LIZA        | BERGMAN      |     222 | DESERT POSEIDON             |    3 |  118.81
      122 | SALMA       | NOLTE        |     307 | FELLOWSHIP AUTUMN           |    1 |  149.74
      122 | SALMA       | NOLTE        |     227 | DETAILS PACKER              |    2 |  133.81
      122 | SALMA       | NOLTE        |     300 | FALCON VOLUME               |    3 |  127.77
      123 | JULIANNE    | DENCH        |     892 | TITANIC BOONDOCK            |    1 |  154.77
      123 | JULIANNE    | DENCH        |     730 | RIDGEMONT SUBMARINE         |    2 |  130.68
      123 | JULIANNE    | DENCH        |     725 | REQUIEM TYCOON              |    3 |  110.81
      124 | SCARLETT    | BENING       |     775 | SEATTLE EXPECATIONS         |    1 |  163.75
      124 | SCARLETT    | BENING       |     263 | DURHAM PANKY                |    2 |  144.74
      124 | SCARLETT    | BENING       |     814 | SNATCH SLIPPER              |    3 |  127.78
      125 | ALBERT      | NOLTE        |     683 | PITY BOUND                  |    1 |  153.74
      125 | ALBERT      | NOLTE        |     361 | GLEAMING JAWBREAKER         |    2 |  136.70
      125 | ALBERT      | NOLTE        |     324 | FLINTSTONES HAPPINESS       |    3 |  134.83
      126 | FRANCES     | TOMEI        |     369 | GOODFELLAS SALUTE           |    1 |  209.69
      126 | FRANCES     | TOMEI        |      21 | AMERICAN CIRCUS             |    2 |  167.78
      126 | FRANCES     | TOMEI        |     263 | DURHAM PANKY                |    3 |  144.74
      127 | KEVIN       | GARLAND      |     791 | SHOW LORD                   |    1 |  170.75
      127 | KEVIN       | GARLAND      |     771 | SCORPION APOLLO             |    2 |  168.77
      127 | KEVIN       | GARLAND      |     846 | STING PERSONAL              |    3 |  159.79
      128 | CATE        | MCQUEEN      |     614 | NAME DETECTIVE              |    1 |  136.77
      128 | CATE        | MCQUEEN      |     814 | SNATCH SLIPPER              |    2 |  127.78
      128 | CATE        | MCQUEEN      |     759 | SALUTE APOLLO               |    3 |  106.77
      129 | DARYL       | CRAWFORD     |     938 | VELVET TERMINATOR           |    1 |  177.74
      129 | DARYL       | CRAWFORD     |     805 | SLEEPLESS MONSOON           |    2 |  121.80
      129 | DARYL       | CRAWFORD     |     857 | STRICTLY SCARFACE           |    3 |  113.77
      130 | GRETA       | KEITEL       |     764 | SATURDAY LAMBS              |    1 |  204.72
      130 | GRETA       | KEITEL       |     112 | CALENDAR GUNFIGHT           |    2 |  141.79
      130 | GRETA       | KEITEL       |     702 | PULP BEVERLY                |    3 |  136.70
      131 | JANE        | JACKMAN      |      48 | BACKLASH UNDEFEATED         |    1 |  158.81
      131 | JANE        | JACKMAN      |     320 | FLAMINGOS CONNECTICUT       |    2 |  139.77
      131 | JANE        | JACKMAN      |     450 | IDOLS SNATCHERS             |    3 |  114.70
      132 | ADAM        | HOPPER       |     897 | TORQUE BOUND                |    1 |  198.72
      132 | ADAM        | HOPPER       |     698 | PRINCESS GIANT              |    2 |  142.74
      132 | ADAM        | HOPPER       |     637 | OPEN AFRICAN                |    3 |  113.79
      133 | RICHARD     | PENN         |     172 | CONEHEADS SMOOCHY           |    1 |  136.75
      133 | RICHARD     | PENN         |     397 | HANKY OCTOBER               |    2 |  116.74
      133 | RICHARD     | PENN         |     385 | GROUNDHOG UNCUT             |    3 |  102.82
      134 | GENE        | HOPKINS      |     897 | TORQUE BOUND                |    1 |  198.72
      134 | GENE        | HOPKINS      |     624 | NIGHTMARE CHILL             |    2 |  169.75
      134 | GENE        | HOPKINS      |     683 | PITY BOUND                  |    3 |  153.74
      135 | RITA        | REYNOLDS     |     320 | FLAMINGOS CONNECTICUT       |    1 |  139.77
      135 | RITA        | REYNOLDS     |     814 | SNATCH SLIPPER              |    2 |  127.78
      135 | RITA        | REYNOLDS     |      35 | ARACHNOPHOBIA ROLLERCOASTER |    3 |  114.76
      136 | ED          | MANSFIELD    |     271 | EASY GLADIATOR              |    1 |  150.77
      136 | ED          | MANSFIELD    |      61 | BEAUTY GREASE               |    2 |  132.78
      136 | ED          | MANSFIELD    |     818 | SOMETHING DUCK              |    3 |  127.81
      137 | MORGAN      | WILLIAMS     |     745 | ROSES TREASURE              |    1 |  171.72
      137 | MORGAN      | WILLIAMS     |     603 | MOVIE SHAKESPEARE           |    2 |  145.74
      137 | MORGAN      | WILLIAMS     |     263 | DURHAM PANKY                |    3 |  144.74
      138 | LUCILLE     | DEE          |     879 | TELEGRAPH VOYAGE            |    1 |  231.73
      138 | LUCILLE     | DEE          |     403 | HARRY IDAHO                 |    2 |  195.70
      138 | LUCILLE     | DEE          |     989 | WORKING MICROCOSMOS         |    3 |  163.75
      139 | EWAN        | GOODING      |     284 | ENEMY ODDS                  |    1 |  180.71
      139 | EWAN        | GOODING      |     892 | TITANIC BOONDOCK            |    2 |  154.77
      139 | EWAN        | GOODING      |     706 | QUEEN LUKE                  |    3 |  136.78
      140 | WHOOPI      | HURT         |     670 | PELICAN COMFORTS            |    1 |  188.74
      140 | WHOOPI      | HURT         |     778 | SECRETS PARADISE            |    2 |  152.80
      140 | WHOOPI      | HURT         |     112 | CALENDAR GUNFIGHT           |    3 |  141.79
      141 | CATE        | HARRIS       |     768 | SCARFACE BANG               |    1 |  120.82
      141 | CATE        | HARRIS       |     772 | SEA VIRGIN                  |    2 |   97.78
      141 | CATE        | HARRIS       |      43 | ATLANTIS CAUSE              |    3 |   87.76
      142 | JADA        | RYDER        |     575 | MIDSUMMER GROUNDHOG         |    1 |  156.78
      142 | JADA        | RYDER        |     501 | KISSING DOLLS               |    2 |  147.80
      142 | JADA        | RYDER        |     350 | GARDEN ISLAND               |    3 |  144.80
      143 | RIVER       | DEAN         |     239 | DOGMA FAMILY                |    1 |  178.70
      143 | RIVER       | DEAN         |     603 | MOVIE SHAKESPEARE           |    2 |  145.74
      143 | RIVER       | DEAN         |     706 | QUEEN LUKE                  |    3 |  136.78
      144 | ANGELA      | WITHERSPOON  |     127 | CAT CONEHEADS               |    1 |  181.70
      144 | ANGELA      | WITHERSPOON  |     135 | CHANCE RESURRECTION         |    2 |  141.73
      144 | ANGELA      | WITHERSPOON  |     702 | PULP BEVERLY                |    3 |  136.70
      145 | KIM         | ALLEN        |     893 | TITANS JERK                 |    1 |  201.71
      145 | KIM         | ALLEN        |     527 | LOLA AGENT                  |    2 |  159.76
      145 | KIM         | ALLEN        |     409 | HEARTBREAKERS BRIGHT        |    3 |  132.80
      146 | ALBERT      | JOHANSSON    |     320 | FLAMINGOS CONNECTICUT       |    1 |  139.77
      146 | ALBERT      | JOHANSSON    |     734 | ROAD ROXANNE                |    2 |  130.81
      146 | ALBERT      | JOHANSSON    |     117 | CANDLES GRAPES              |    3 |  128.77
      147 | FAY         | WINSLET      |     563 | MASSACRE USUAL              |    1 |  179.70
      147 | FAY         | WINSLET      |     131 | CENTER DINOSAUR             |    2 |  137.76
      147 | FAY         | WINSLET      |     139 | CHASING FIGHT               |    3 |  110.81
      148 | EMILY       | DEE          |     768 | SCARFACE BANG               |    1 |  120.82
      148 | EMILY       | DEE          |     468 | INVASION CYCLONE            |    2 |  103.73
      148 | EMILY       | DEE          |     772 | SEA VIRGIN                  |    3 |   97.78
      149 | RUSSELL     | TEMPLE       |     670 | PELICAN COMFORTS            |    1 |  188.74
      149 | RUSSELL     | TEMPLE       |     159 | CLOSER BANG                 |    2 |  172.72
      149 | RUSSELL     | TEMPLE       |     354 | GHOST GROUNDHOG             |    3 |  119.79
      150 | JAYNE       | NOLTE        |     551 | MAIDEN HOME                 |    1 |  163.76
      150 | JAYNE       | NOLTE        |     892 | TITANIC BOONDOCK            |    2 |  154.77
      150 | JAYNE       | NOLTE        |     854 | STRANGERS GRAFFITI          |    3 |  123.83
      151 | GEOFFREY    | HESTON       |     989 | WORKING MICROCOSMOS         |    1 |  163.75
      151 | GEOFFREY    | HESTON       |     527 | LOLA AGENT                  |    2 |  159.76
      151 | GEOFFREY    | HESTON       |     892 | TITANIC BOONDOCK            |    3 |  154.77
      152 | BEN         | HARRIS       |     846 | STING PERSONAL              |    1 |  159.79
      152 | BEN         | HARRIS       |     898 | TOURIST PELICAN             |    2 |  141.78
      152 | BEN         | HARRIS       |     680 | PINOCCHIO SIMON             |    3 |  133.80
      153 | MINNIE      | KILMER       |     444 | HUSTLER PARTY               |    1 |  190.78
      153 | MINNIE      | KILMER       |     938 | VELVET TERMINATOR           |    2 |  177.74
      153 | MINNIE      | KILMER       |     486 | JET NEIGHBORS               |    3 |  109.80
      154 | MERYL       | GIBSON       |     698 | PRINCESS GIANT              |    1 |  142.74
      154 | MERYL       | GIBSON       |     680 | PINOCCHIO SIMON             |    2 |  133.80
      154 | MERYL       | GIBSON       |     396 | HANGING DEEP                |    3 |  113.81
      155 | IAN         | TANDY        |    1000 | ZORRO ARK                   |    1 |  214.69
      155 | IAN         | TANDY        |     941 | VIDEOTAPE ARSENIC           |    2 |  178.71
      155 | IAN         | TANDY        |     361 | GLEAMING JAWBREAKER         |    3 |  136.70
      156 | FAY         | WOOD         |     244 | DORADO NOTTING              |    1 |  176.73
      156 | FAY         | WOOD         |     775 | SEATTLE EXPECATIONS         |    2 |  163.75
      156 | FAY         | WOOD         |     263 | DURHAM PANKY                |    3 |  144.74
      157 | GRETA       | MALDEN       |     973 | WIFE TURN                   |    1 |  223.69
      157 | GRETA       | MALDEN       |     159 | CLOSER BANG                 |    2 |  172.72
      157 | GRETA       | MALDEN       |      10 | ALADDIN CALENDAR            |    3 |  131.77
      158 | VIVIEN      | BASINGER     |     879 | TELEGRAPH VOYAGE            |    1 |  231.73
      158 | VIVIEN      | BASINGER     |     869 | SUSPECTS QUILLS             |    2 |  133.70
      158 | VIVIEN      | BASINGER     |     215 | DAWN POND                   |    3 |  128.82
      159 | LAURA       | BRODY        |     127 | CAT CONEHEADS               |    1 |  181.70
      159 | LAURA       | BRODY        |     680 | PINOCCHIO SIMON             |    2 |  133.80
      159 | LAURA       | BRODY        |     818 | SOMETHING DUCK              |    3 |  127.81
      160 | CHRIS       | DEPP         |     767 | SCALAWAG DUCK               |    1 |  172.68
      160 | CHRIS       | DEPP         |     267 | EAGLES PANKY                |    2 |  152.78
      160 | CHRIS       | DEPP         |     579 | MINDS TRUMAN                |    3 |  149.80
      161 | HARVEY      | HOPE         |     749 | RULES HUMAN                 |    1 |  101.84
      161 | HARVEY      | HOPE         |     414 | HELLFIGHTERS SIERRA         |    2 |   97.80
      161 | HARVEY      | HOPE         |     588 | MODEL FISH                  |    3 |   93.85
      162 | OPRAH       | KILMER       |     409 | HEARTBREAKERS BRIGHT        |    1 |  132.80
      162 | OPRAH       | KILMER       |     500 | KISS GLORY                  |    2 |  132.78
      162 | OPRAH       | KILMER       |     415 | HIGH ENCINO                 |    3 |  120.78
      163 | CHRISTOPHER | WEST         |     444 | HUSTLER PARTY               |    1 |  190.78
      163 | CHRISTOPHER | WEST         |     239 | DOGMA FAMILY                |    2 |  178.70
      163 | CHRISTOPHER | WEST         |     307 | FELLOWSHIP AUTUMN           |    3 |  149.74
      164 | HUMPHREY    | WILLIS       |     698 | PRINCESS GIANT              |    1 |  142.74
      164 | HUMPHREY    | WILLIS       |     324 | FLINTSTONES HAPPINESS       |    2 |  134.83
      164 | HUMPHREY    | WILLIS       |     908 | TRAP GUYS                   |    3 |  126.84
      165 | AL          | GARLAND      |     253 | DRIFTER COMMANDMENTS        |    1 |  141.76
      165 | AL          | GARLAND      |      95 | BREAKFAST GOLDFINGER        |    2 |  109.83
      165 | AL          | GARLAND      |     798 | SILVERADO GOLDFINGER        |    3 |   91.88
      166 | NICK        | DEGENERES    |    1000 | ZORRO ARK                   |    1 |  214.69
      166 | NICK        | DEGENERES    |      86 | BOOGIE AMELIE               |    2 |  163.70
      166 | NICK        | DEGENERES    |     580 | MINE TITANS                 |    3 |  153.81
      167 | LAURENCE    | BULLOCK      |     856 | STREETCAR INTENTIONS        |    1 |  148.75
      167 | LAURENCE    | BULLOCK      |     734 | ROAD ROXANNE                |    2 |  130.81
      167 | LAURENCE    | BULLOCK      |      25 | ANGELS LIFE                 |    3 |  119.78
      168 | WILL        | WILSON       |     892 | TITANIC BOONDOCK            |    1 |  154.77
      168 | WILL        | WILSON       |     804 | SLEEPING SUSPECTS           |    2 |  131.76
      168 | WILL        | WILSON       |     255 | DRIVING POLISH              |    3 |  115.79
      169 | KENNETH     | HOFFMAN      |     897 | TORQUE BOUND                |    1 |  198.72
      169 | KENNETH     | HOFFMAN      |     778 | SECRETS PARADISE            |    2 |  152.80
      169 | KENNETH     | HOFFMAN      |       6 | AGENT TRUMAN                |    3 |  126.79
      170 | MENA        | HOPPER       |     764 | SATURDAY LAMBS              |    1 |  204.72
      170 | MENA        | HOPPER       |     139 | CHASING FIGHT               |    2 |  110.81
      170 | MENA        | HOPPER       |     184 | CORE SUIT                   |    3 |  103.82
      171 | OLYMPIA     | PFEIFFER     |     892 | TITANIC BOONDOCK            |    1 |  154.77
      171 | OLYMPIA     | PFEIFFER     |     898 | TOURIST PELICAN             |    2 |  141.78
      171 | OLYMPIA     | PFEIFFER     |     397 | HANKY OCTOBER               |    3 |  116.74
      172 | GROUCHO     | WILLIAMS     |     771 | SCORPION APOLLO             |    1 |  168.77
      172 | GROUCHO     | WILLIAMS     |     215 | DAWN POND                   |    2 |  128.82
      172 | GROUCHO     | WILLIAMS     |     710 | RAGE GAMES                  |    3 |  119.81
      173 | ALAN        | DREYFUSS     |     313 | FIDELITY DEVIL              |    1 |  138.79
      173 | ALAN        | DREYFUSS     |     857 | STRICTLY SCARFACE           |    2 |  113.77
      173 | ALAN        | DREYFUSS     |     162 | CLUELESS BUCKET             |    3 |  112.75
      174 | MICHAEL     | BENING       |     879 | TELEGRAPH VOYAGE            |    1 |  231.73
      174 | MICHAEL     | BENING       |      61 | BEAUTY GREASE               |    2 |  132.78
      174 | MICHAEL     | BENING       |     827 | SPICE SORORITY              |    3 |  115.80
      175 | WILLIAM     | HACKMAN      |     778 | SECRETS PARADISE            |    1 |  152.80
      175 | WILLIAM     | HACKMAN      |     596 | MOONSHINE CABIN             |    2 |  141.79
      175 | WILLIAM     | HACKMAN      |     439 | HUNCHBACK IMPOSSIBLE        |    3 |  134.80
      176 | JON         | CHASE        |     521 | LIES TREATMENT              |    1 |  147.73
      176 | JON         | CHASE        |     320 | FLAMINGOS CONNECTICUT       |    2 |  139.77
      176 | JON         | CHASE        |      73 | BINGO TALENTED              |    3 |  131.71
      177 | GENE        | MCKELLEN     |     764 | SATURDAY LAMBS              |    1 |  204.72
      177 | GENE        | MCKELLEN     |     563 | MASSACRE USUAL              |    2 |  179.70
      177 | GENE        | MCKELLEN     |      86 | BOOGIE AMELIE               |    3 |  163.70
      178 | LISA        | MONROE       |    1000 | ZORRO ARK                   |    1 |  214.69
      178 | LISA        | MONROE       |     109 | BUTTERFLY CHOCOLAT          |    2 |  123.70
      178 | LISA        | MONROE       |     397 | HANKY OCTOBER               |    3 |  116.74
      179 | ED          | GUINESS      |     159 | CLOSER BANG                 |    1 |  172.72
      179 | ED          | GUINESS      |     698 | PRINCESS GIANT              |    2 |  142.74
      179 | ED          | GUINESS      |     131 | CENTER DINOSAUR             |    3 |  137.76
      180 | JEFF        | SILVERSTONE  |     869 | SUSPECTS QUILLS             |    1 |  133.70
      180 | JEFF        | SILVERSTONE  |     506 | LADY STAGE                  |    2 |  118.83
      180 | JEFF        | SILVERSTONE  |     777 | SECRETARY ROUGE             |    3 |  112.82
      181 | MATTHEW     | CARREY       |     403 | HARRY IDAHO                 |    1 |  195.70
      181 | MATTHEW     | CARREY       |     892 | TITANIC BOONDOCK            |    2 |  154.77
      181 | MATTHEW     | CARREY       |     579 | MINDS TRUMAN                |    3 |  149.80
      182 | DEBBIE      | AKROYD       |     324 | FLINTSTONES HAPPINESS       |    1 |  134.83
      182 | DEBBIE      | AKROYD       |     346 | GALAXY SWEETHEARTS          |    2 |  115.82
      182 | DEBBIE      | AKROYD       |     720 | REDEMPTION COMFORTS         |    3 |  113.80
      183 | RUSSELL     | CLOSE        |     715 | RANGE MOONWALKER            |    1 |  179.73
      183 | RUSSELL     | CLOSE        |     941 | VIDEOTAPE ARSENIC           |    2 |  178.71
      183 | RUSSELL     | CLOSE        |     313 | FIDELITY DEVIL              |    3 |  138.79
      184 | HUMPHREY    | GARLAND      |     745 | ROSES TREASURE              |    1 |  171.72
      184 | HUMPHREY    | GARLAND      |     580 | MINE TITANS                 |    2 |  153.81
      184 | HUMPHREY    | GARLAND      |     985 | WONDERLAND CHRISTMAS        |    3 |  148.78
      185 | MICHAEL     | BOLGER       |     973 | WIFE TURN                   |    1 |  223.69
      185 | MICHAEL     | BOLGER       |     518 | LIAISONS SWEET              |    2 |  131.78
      185 | MICHAEL     | BOLGER       |     730 | RIDGEMONT SUBMARINE         |    3 |  130.68
      186 | JULIA       | ZELLWEGER    |     579 | MINDS TRUMAN                |    1 |  149.80
      186 | JULIA       | ZELLWEGER    |     637 | OPEN AFRICAN                |    2 |  113.79
      186 | JULIA       | ZELLWEGER    |     654 | PANKY SUBMARINE             |    3 |  110.85
      187 | RENEE       | BALL         |     127 | CAT CONEHEADS               |    1 |  181.70
      187 | RENEE       | BALL         |      73 | BINGO TALENTED              |    2 |  131.71
      187 | RENEE       | BALL         |     768 | SCARFACE BANG               |    3 |  120.82
      188 | ROCK        | DUKAKIS      |     989 | WORKING MICROCOSMOS         |    1 |  163.75
      188 | ROCK        | DUKAKIS      |      10 | ALADDIN CALENDAR            |    2 |  131.77
      188 | ROCK        | DUKAKIS      |     412 | HEAVYWEIGHTS BEAST          |    3 |  129.77
      189 | CUBA        | BIRCH        |     734 | ROAD ROXANNE                |    1 |  130.81
      189 | CUBA        | BIRCH        |     378 | GREATEST NORTH              |    2 |  109.71
      189 | CUBA        | BIRCH        |     512 | LEAGUE HELLFIGHTERS         |    3 |  105.83
      190 | AUDREY      | BAILEY       |     253 | DRIFTER COMMANDMENTS        |    1 |  141.76
      190 | AUDREY      | BAILEY       |     708 | QUILLS BULL                 |    2 |  100.84
      190 | AUDREY      | BAILEY       |     806 | SLEEPY JAPANESE             |    3 |   92.80
      191 | GREGORY     | GOODING      |     551 | MAIDEN HOME                 |    1 |  163.76
      191 | GREGORY     | GOODING      |     775 | SEATTLE EXPECATIONS         |    2 |  163.75
      191 | GREGORY     | GOODING      |     596 | MOONSHINE CABIN             |    3 |  141.79
      192 | JOHN        | SUVARI       |     614 | NAME DETECTIVE              |    1 |  136.77
      192 | JOHN        | SUVARI       |     361 | GLEAMING JAWBREAKER         |    2 |  136.70
      192 | JOHN        | SUVARI       |     680 | PINOCCHIO SIMON             |    3 |  133.80
      193 | BURT        | TEMPLE       |     103 | BUCKET BROTHERHOOD          |    1 |  180.66
      193 | BURT        | TEMPLE       |     745 | ROSES TREASURE              |    2 |  171.72
      193 | BURT        | TEMPLE       |     412 | HEAVYWEIGHTS BEAST          |    3 |  129.77
      194 | MERYL       | ALLEN        |     938 | VELVET TERMINATOR           |    1 |  177.74
      194 | MERYL       | ALLEN        |      86 | BOOGIE AMELIE               |    2 |  163.70
      194 | MERYL       | ALLEN        |     135 | CHANCE RESURRECTION         |    3 |  141.73
      195 | JAYNE       | SILVERSTONE  |     403 | HARRY IDAHO                 |    1 |  195.70
      195 | JAYNE       | SILVERSTONE  |     706 | QUEEN LUKE                  |    2 |  136.78
      195 | JAYNE       | SILVERSTONE  |     361 | GLEAMING JAWBREAKER         |    3 |  136.70
      196 | BELA        | WALKEN       |     284 | ENEMY ODDS                  |    1 |  180.71
      196 | BELA        | WALKEN       |     575 | MIDSUMMER GROUNDHOG         |    2 |  156.78
      196 | BELA        | WALKEN       |     972 | WHISPERER GIANT             |    3 |  151.78
      197 | REESE       | WEST         |     369 | GOODFELLAS SALUTE           |    1 |  209.69
      197 | REESE       | WEST         |     979 | WITCHES PANIC               |    2 |  173.70
      197 | REESE       | WEST         |     995 | YENTL IDAHO                 |    3 |  135.77
      198 | MARY        | KEITEL       |     745 | ROSES TREASURE              |    1 |  171.72
      198 | MARY        | KEITEL       |     892 | TITANIC BOONDOCK            |    2 |  154.77
      198 | MARY        | KEITEL       |     843 | STEEL SANTA                 |    3 |  141.77
      199 | JULIA       | FAWCETT      |     159 | CLOSER BANG                 |    1 |  172.72
      199 | JULIA       | FAWCETT      |     730 | RIDGEMONT SUBMARINE         |    2 |  130.68
      199 | JULIA       | FAWCETT      |     216 | DAY UNFAITHFUL              |    3 |  109.86
      200 | THORA       | TEMPLE       |     879 | TELEGRAPH VOYAGE            |    1 |  231.73
      200 | THORA       | TEMPLE       |     465 | INTERVIEW LIAISONS          |    2 |  128.80
      200 | THORA       | TEMPLE       |     346 | GALAXY SWEETHEARTS          |    3 |  115.82
(600 rows)

